100,0,g1,9777
100,0,g1,9888
100,0,g1,9804
100,0,g1,9780
100,0,g1,9675
100,0,g1,9795
100,0,g1,9702
100,0,g1,9756
100,0,g1,9981
100,0,g1,9702
100,0,g2,10177
100,0,g2,10175
100,0,g2,10272
100,0,g2,10194
100,0,g2,10214
100,0,g2,10180
100,0,g2,10198
100,0,g2,10263
100,0,g2,10186
100,0,g2,10200
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g3,4500
100,0,g4,10221
100,0,g4,10211
100,0,g4,10203
100,0,g4,10227
100,0,g4,10227
100,0,g4,10311
100,0,g4,10245
100,0,g4,10245
100,0,g4,10209
100,0,g4,10203
100,0,g6,10207
100,0,g6,10308
100,0,g6,10254
100,0,g6,10260
100,0,g6,10240
100,0,g6,10185
100,0,g6,10281
100,0,g6,10274
100,0,g6,10225
100,0,g6,10220
100,0,g7,10236
100,0,g7,10215
100,0,g7,10197
100,0,g7,10251
100,0,g7,10233
100,0,g7,10239
100,0,g7,10257
100,0,g7,10269
100,0,g7,10245
100,0,g7,10206
100,0,g8,9927
100,0,g8,9987
100,0,g8,10158
100,0,g8,10285
100,0,g8,10242
100,0,g8,10221
100,0,g8,10066
100,0,g8,10135
100,0,g8,10064
100,0,g8,10185
100,0,g9,10167
100,0,g9,10263
100,0,g9,10274
100,0,g9,10231
100,0,g9,10224
100,0,g9,10171
100,0,g9,10201
100,0,g9,10248
100,0,g9,10247
100,0,g9,10197
100,25,g1,9853
100,25,g1,9743
100,25,g1,9920
100,25,g1,9835
100,25,g1,9830
100,25,g1,9855
100,25,g1,9974
100,25,g1,9888
100,25,g1,10028
100,25,g1,9812
100,25,g2,10194
100,25,g2,10178
100,25,g2,10233
100,25,g2,10289
100,25,g2,10297
100,25,g2,10243
100,25,g2,10256
100,25,g2,10189
100,25,g2,10290
100,25,g2,10308
100,25,g3,4900
100,25,g3,4860
100,25,g3,4900
100,25,g3,4880
100,25,g3,4900
100,25,g3,4900
100,25,g3,4860
100,25,g3,4900
100,25,g3,4820
100,25,g3,4860
100,25,g4,10253
100,25,g4,10242
100,25,g4,10229
100,25,g4,10195
100,25,g4,10293
100,25,g4,10278
100,25,g4,10308
100,25,g4,10245
100,25,g4,10247
100,25,g4,10269
100,25,g6,10277
100,25,g6,10255
100,25,g6,10237
100,25,g6,10233
100,25,g6,10271
100,25,g6,10271
100,25,g6,10169
100,25,g6,10242
100,25,g6,10246
100,25,g6,10266
100,25,g7,10197
100,25,g7,10222
100,25,g7,10246
100,25,g7,10230
100,25,g7,10200
100,25,g7,10278
100,25,g7,10221
100,25,g7,10191
100,25,g7,10301
100,25,g7,10205
100,25,g8,10064
100,25,g8,10157
100,25,g8,10207
100,25,g8,10147
100,25,g8,10054
100,25,g8,10009
100,25,g8,10125
100,25,g8,10068
100,25,g8,10213
100,25,g8,10190
100,25,g9,10244
100,25,g9,10215
100,25,g9,10208
100,25,g9,10273
100,25,g9,10149
100,25,g9,10244
100,25,g9,10192
100,25,g9,10245
100,25,g9,10176
100,25,g9,10213
100,50,g1,10028
100,50,g1,9944
100,50,g1,9886
100,50,g1,10074
100,50,g1,9731
100,50,g1,9859
100,50,g1,9944
100,50,g1,9870
100,50,g1,9937
100,50,g1,9850
100,50,g2,10254
100,50,g2,10271
100,50,g2,10298
100,50,g2,10270
